2025-10-14 21:05:06,438 - EVA - INFO - Initializing EVA Assistant...
2025-10-14 21:05:08,847 - EVA - INFO - EVA is now active. Say 'JARVIS' to begin...
2025-10-14 21:05:15,816 - EVA - INFO - Wake word detected!
2025-10-14 21:05:20,727 - EVA - INFO - Listening...
2025-10-14 21:05:26,510 - EVA - INFO - Screen Resolution: 1920x1080
2025-10-14 21:05:26,609 - EVA - INFO - Screenshot captured: C:\Users\yasha\OneDrive\Desktop\EVA_JARVIS\temp_screenshots\screen_20251014_210526_545527.png
2025-10-14 21:05:26,610 - EVA - INFO - Screen analysis: Screen analysis unavailable - Gemini model not initialized
2025-10-14 21:05:26,612 - EVA - INFO - Processed command: EXECUTE:thank you
2025-10-14 21:05:26,612 - EVA - INFO - Generated 1 execution steps
2025-10-14 21:05:26,612 - EVA - INFO - Executing step 1/1: Execute: EXECUTE:thank you
2025-10-14 21:05:29,809 - EVA - INFO - Listening...
2025-10-14 21:05:35,593 - EVA - INFO - Screen Resolution: 1920x1080
2025-10-14 21:05:35,678 - EVA - INFO - Screenshot captured: C:\Users\yasha\OneDrive\Desktop\EVA_JARVIS\temp_screenshots\screen_20251014_210535_615045.png
2025-10-14 21:05:35,678 - EVA - INFO - Screen analysis: Screen analysis unavailable - Gemini model not initialized
2025-10-14 21:05:35,680 - EVA - INFO - Processed command: EXECUTE:you
2025-10-14 21:05:35,680 - EVA - INFO - Generated 1 execution steps
2025-10-14 21:05:35,681 - EVA - INFO - Executing step 1/1: Execute: EXECUTE:you
2025-10-14 21:05:38,891 - EVA - INFO - Listening...
2025-10-14 21:05:44,699 - EVA - INFO - Screen Resolution: 1920x1080
2025-10-14 21:05:44,781 - EVA - INFO - Screenshot captured: C:\Users\yasha\OneDrive\Desktop\EVA_JARVIS\temp_screenshots\screen_20251014_210544_716390.png
2025-10-14 21:05:44,782 - EVA - INFO - Screen analysis: Screen analysis unavailable - Gemini model not initialized
2025-10-14 21:05:44,784 - EVA - INFO - Processed command: EXECUTE:you
2025-10-14 21:05:44,784 - EVA - INFO - Generated 1 execution steps
2025-10-14 21:05:44,784 - EVA - INFO - Executing step 1/1: Execute: EXECUTE:you
2025-10-14 21:05:48,006 - EVA - INFO - Listening...
2025-10-14 21:05:53,789 - EVA - INFO - Screen Resolution: 1920x1080
2025-10-14 21:05:53,880 - EVA - INFO - Screenshot captured: C:\Users\yasha\OneDrive\Desktop\EVA_JARVIS\temp_screenshots\screen_20251014_210553_814886.png
2025-10-14 21:05:53,881 - EVA - INFO - Screen analysis: Screen analysis unavailable - Gemini model not initialized
2025-10-14 21:05:53,882 - EVA - INFO - Processed command: EXECUTE:you
2025-10-14 21:05:53,883 - EVA - INFO - Generated 1 execution steps
2025-10-14 21:05:53,883 - EVA - INFO - Executing step 1/1: Execute: EXECUTE:you
2025-10-14 21:05:57,110 - EVA - INFO - Listening...
2025-10-14 21:06:02,907 - EVA - INFO - Screen Resolution: 1920x1080
2025-10-14 21:06:02,997 - EVA - INFO - Screenshot captured: C:\Users\yasha\OneDrive\Desktop\EVA_JARVIS\temp_screenshots\screen_20251014_210602_931768.png
2025-10-14 21:06:02,998 - EVA - INFO - Screen analysis: Screen analysis unavailable - Gemini model not initialized
